CM,tau
0.3821,0.6827686
0.3822,0.683389821
0.3823,0.68401206
0.3824,0.684635319
0.3825,0.6852596
0.3826,0.685884907
0.3827,0.686511241
0.3828,0.687138606
0.3829,0.687767004
0.383,0.688396438
0.3831,0.68902691
0.3832,0.689658424
0.3833,0.690290981
0.3834,0.690924585
0.3835,0.691559238
0.3836,0.692194943
0.3837,0.692831703
0.3838,0.69346952
0.3839,0.694108397
0.384,0.694748337
0.3841,0.695389342
0.3842,0.696031416
0.3843,0.696674562
0.3844,0.697318781
0.3845,0.697964077
0.3846,0.698610452
0.3847,0.69925791
0.3848,0.699906453
0.3849,0.700556084
0.385,0.701206806
0.3851,0.701858622
0.3852,0.702511535
0.3853,0.703165547
0.3854,0.703820661
0.3855,0.704476881
0.3856,0.705134208
0.3857,0.705792647
0.3858,0.7064522
0.3859,0.70711287
0.386,0.70777466
0.3861,0.708437572
0.3862,0.709101611
0.3863,0.709766778
0.3864,0.710433077
0.3865,0.711100511
0.3866,0.711769083
0.3867,0.712438795
0.3868,0.713109652
0.3869,0.713781655
0.387,0.714454808
0.3871,0.715129115
0.3872,0.715804577
0.3873,0.716481199
0.3874,0.717158982
0.3875,0.717837932
0.3876,0.718518049
0.3877,0.719199339
0.3878,0.719881803
0.3879,0.720565445
0.388,0.721250268
0.3881,0.721936275
0.3882,0.72262347
0.3883,0.723311856
0.3884,0.724001435
0.3885,0.724692211
0.3886,0.725384188
0.3887,0.726077368
0.3888,0.726771755
0.3889,0.727467352
0.389,0.728164163
0.3891,0.72886219
0.3892,0.729561437
0.3893,0.730261907
0.3894,0.730963604
0.3895,0.731666531
0.3896,0.732370691
0.3897,0.733076088
0.3898,0.733782724
0.3899,0.734490604
0.39,0.735199731
0.3901,0.735910108
0.3902,0.736621739
0.3903,0.737334626
0.3904,0.738048774
0.3905,0.738764187
0.3906,0.739480866
0.3907,0.740198817
0.3908,0.740918042
0.3909,0.741638544
0.391,0.742360329
0.3911,0.743083398
0.3912,0.743807756
0.3913,0.744533406
0.3914,0.745260352
0.3915,0.745988596
0.3916,0.746718144
0.3917,0.747448999
0.3918,0.748181163
0.3919,0.748914641
0.392,0.749649437
0.3921,0.750385554
0.3922,0.751122995
0.3923,0.751861765
0.3924,0.752601867
0.3925,0.753343306
0.3926,0.754086083
0.3927,0.754830205
0.3928,0.755575673
0.3929,0.756322492
0.393,0.757070666
0.3931,0.757820199
0.3932,0.758571094
0.3933,0.759323355
0.3934,0.760076987
0.3935,0.760831992
0.3936,0.761588375
0.3937,0.76234614
0.3938,0.763105291
0.3939,0.763865831
0.394,0.764627764
0.3941,0.765391095
0.3942,0.766155828
0.3943,0.766921965
0.3944,0.767689513
0.3945,0.768458473
0.3946,0.769228851
0.3947,0.770000651
0.3948,0.770773876
0.3949,0.771548531
0.395,0.77232462
0.3951,0.773102146
0.3952,0.773881114
0.3953,0.774661529
0.3954,0.775443394
0.3955,0.776226713
0.3956,0.777011491
0.3957,0.777797731
0.3958,0.778585439
0.3959,0.779374618
0.396,0.780165272
0.3961,0.780957406
0.3962,0.781751025
0.3963,0.782546131
0.3964,0.783342731
0.3965,0.784140827
0.3966,0.784940425
0.3967,0.785741528
0.3968,0.786544142
0.3969,0.78734827
0.397,0.788153918
0.3971,0.788961088
0.3972,0.789769786
0.3973,0.790580017
0.3974,0.791391785
0.3975,0.792205094
0.3976,0.793019948
0.3977,0.793836353
0.3978,0.794654313
0.3979,0.795473833
0.398,0.796294916
0.3981,0.797117568
0.3982,0.797941794
0.3983,0.798767598
0.3984,0.799594984
0.3985,0.800423957
0.3986,0.801254523
0.3987,0.802086685
0.3988,0.802920449
0.3989,0.80375582
0.399,0.804592801
0.3991,0.805431398
0.3992,0.806271616
0.3993,0.807113459
0.3994,0.807956933
0.3995,0.808802041
0.3996,0.80964879
0.3997,0.810497184
0.3998,0.811347228
0.3999,0.812198927
0.4,0.813052286
0.4001,0.813907309
0.4002,0.814764003
0.4003,0.815622371
0.4004,0.81648242
0.4005,0.817344153
0.4006,0.818207577
0.4007,0.819072696
0.4008,0.819939515
0.4009,0.82080804
0.401,0.821678276
0.4011,0.822550227
0.4012,0.8234239
0.4013,0.824299299
0.4014,0.825176429
0.4015,0.826055297
0.4016,0.826935907
0.4017,0.827818264
0.4018,0.828702374
0.4019,0.829588243
0.402,0.830475875
0.4021,0.831365276
0.4022,0.832256452
0.4023,0.833149408
0.4024,0.834044149
0.4025,0.834940681
0.4026,0.835839009
0.4027,0.83673914
0.4028,0.837641078
0.4029,0.838544829
0.403,0.839450399
0.4031,0.840357793
0.4032,0.841267018
0.4033,0.842178078
0.4034,0.84309098
0.4035,0.844005729
0.4036,0.84492233
0.4037,0.845840791
0.4038,0.846761116
0.4039,0.847683312
0.404,0.848607383
0.4041,0.849533337
0.4042,0.850461179
0.4043,0.851390915
0.4044,0.852322551
0.4045,0.853256092
0.4046,0.854191545
0.4047,0.855128917
0.4048,0.856068212
0.4049,0.857009437
0.405,0.857952598
0.4051,0.858897702
0.4052,0.859844754
0.4053,0.86079376
0.4054,0.861744728
0.4055,0.862697662
0.4056,0.86365257
0.4057,0.864609457
0.4058,0.86556833
0.4059,0.866529195
0.406,0.867492059
0.4061,0.868456927
0.4062,0.869423807
0.4063,0.870392705
0.4064,0.871363627
0.4065,0.87233658
0.4066,0.873311571
0.4067,0.874288605
0.4068,0.87526769
0.4069,0.876248832
0.407,0.877232037
0.4071,0.878217313
0.4072,0.879204666
0.4073,0.880194103
0.4074,0.881185631
0.4075,0.882179256
0.4076,0.883174985
0.4077,0.884172825
0.4078,0.885172783
0.4079,0.886174866
0.408,0.88717908
0.4081,0.888185434
0.4082,0.889193933
0.4083,0.890204585
0.4084,0.891217397
0.4085,0.892232375
0.4086,0.893249528
0.4087,0.894268862
0.4088,0.895290384
0.4089,0.896314101
0.409,0.897340022
0.4091,0.898368153
0.4092,0.899398501
0.4093,0.900431073
0.4094,0.901465878
0.4095,0.902502923
0.4096,0.903542214
0.4097,0.90458376
0.4098,0.905627568
0.4099,0.906673645
0.41,0.907721999
0.4101,0.908772638
0.4102,0.90982557
0.4103,0.910880801
0.4104,0.91193834
0.4105,0.912998194
0.4106,0.914060372
0.4107,0.91512488
0.4108,0.916191728
0.4109,0.917260922
0.411,0.91833247
0.4111,0.919406382
0.4112,0.920482664
0.4113,0.921561325
0.4114,0.922642372
0.4115,0.923725814
0.4116,0.924811659
0.4117,0.925899915
0.4118,0.926990591
0.4119,0.928083693
0.412,0.929179232
0.4121,0.930277215
0.4122,0.931377651
0.4123,0.932480547
0.4124,0.933585913
0.4125,0.934693756
0.4126,0.935804086
0.4127,0.936916911
0.4128,0.938032239
0.4129,0.939150079
0.413,0.94027044
0.4131,0.941393331
0.4132,0.942518759
0.4133,0.943646735
0.4134,0.944777267
0.4135,0.945910363
0.4136,0.947046033
0.4137,0.948184285
0.4138,0.949325129
0.4139,0.950468574
0.414,0.951614628
0.4141,0.952763302
0.4142,0.953914603
0.4143,0.955068541
0.4144,0.956225126
0.4145,0.957384366
0.4146,0.958546272
0.4147,0.959710852
0.4148,0.960878116
0.4149,0.962048073
0.415,0.963220733
0.4151,0.964396106
0.4152,0.9655742
0.4153,0.966755027
0.4154,0.967938594
0.4155,0.969124913
0.4156,0.970313992
0.4157,0.971505842
0.4158,0.972700473
0.4159,0.973897895
0.416,0.975098116
0.4161,0.976301149
0.4162,0.977507002
0.4163,0.978715685
0.4164,0.97992721
0.4165,0.981141585
0.4166,0.982358822
0.4167,0.983578931
0.4168,0.984801921
0.4169,0.986027804
0.417,0.98725659
0.4171,0.988488289
0.4172,0.989722913
0.4173,0.99096047
0.4174,0.992200973
0.4175,0.993444432
0.4176,0.994690858
0.4177,0.995940261
0.4178,0.997192653
0.4179,0.998448044
0.418,0.999706445
0.4181,1.000967868
0.4182,1.002232323
0.4183,1.003499822
0.4184,1.004770376
0.4185,1.006043995
0.4186,1.007320692
0.4187,1.008600478
0.4188,1.009883364
0.4189,1.011169361
0.419,1.012458482
0.4191,1.013750737
0.4192,1.015046139
0.4193,1.016344698
0.4194,1.017646428
0.4195,1.018951339
0.4196,1.020259444
0.4197,1.021570754
0.4198,1.022885282
0.4199,1.024203039
0.42,1.025524038
0.4201,1.026848291
0.4202,1.02817581
0.4203,1.029506607
0.4204,1.030840695
0.4205,1.032178086
0.4206,1.033518792
0.4207,1.034862827
0.4208,1.036210203
0.4209,1.037560932
0.421,1.038915028
0.4211,1.040272502
0.4212,1.041633368
0.4213,1.042997639
0.4214,1.044365328
0.4215,1.045736448
0.4216,1.047111012
0.4217,1.048489034
0.4218,1.049870525
0.4219,1.051255501
0.422,1.052643974
0.4221,1.054035957
0.4222,1.055431465
0.4223,1.056830511
0.4224,1.058233109
0.4225,1.059639271
0.4226,1.061049013
0.4227,1.062462348
0.4228,1.06387929
0.4229,1.065299853
0.423,1.066724052
0.4231,1.068151899
0.4232,1.06958341
0.4233,1.0710186
0.4234,1.072457481
0.4235,1.07390007
0.4236,1.07534638
0.4237,1.076796426
0.4238,1.078250223
0.4239,1.079707785
0.424,1.081169128
0.4241,1.082634267
0.4242,1.084103215
0.4243,1.08557599
0.4244,1.087052605
0.4245,1.088533076
0.4246,1.090017418
0.4247,1.091505647
0.4248,1.092997779
0.4249,1.094493828
0.425,1.095993811
0.4251,1.097497743
0.4252,1.099005641
0.4253,1.100517519
0.4254,1.102033395
0.4255,1.103553284
0.4256,1.105077202
0.4257,1.106605166
0.4258,1.108137192
0.4259,1.109673297
0.426,1.111213497
0.4261,1.112757808
0.4262,1.114306248
0.4263,1.115858833
0.4264,1.11741558
0.4265,1.118976506
0.4266,1.120541629
0.4267,1.122110964
0.4268,1.123684531
0.4269,1.125262345
0.427,1.126844425
0.4271,1.128430788
0.4272,1.130021452
0.4273,1.131616434
0.4274,1.133215753
0.4275,1.134819426
0.4276,1.136427471
0.4277,1.138039907
0.4278,1.139656751
0.4279,1.141278022
0.428,1.142903739
0.4281,1.14453392
0.4282,1.146168584
0.4283,1.147807749
0.4284,1.149451435
0.4285,1.15109966
0.4286,1.152752443
0.4287,1.154409804
0.4288,1.156071762
0.4289,1.157738337
0.429,1.159409547
0.4291,1.161085412
0.4292,1.162765953
0.4293,1.164451188
0.4294,1.166141139
0.4295,1.167835825
0.4296,1.169535266
0.4297,1.171239482
0.4298,1.172948495
0.4299,1.174662324
0.43,1.17638099
0.4301,1.178104513
0.4302,1.179832916
0.4303,1.181566219
0.4304,1.183304442
0.4305,1.185047608
0.4306,1.186795737
0.4307,1.188548851
0.4308,1.190306972
0.4309,1.192070121
0.431,1.193838321
0.4311,1.195611592
0.4312,1.197389958
0.4313,1.199173441
0.4314,1.200962063
0.4315,1.202755846
0.4316,1.204554814
0.4317,1.206358988
0.4318,1.208168392
0.4319,1.20998305
0.432,1.211802983
0.4321,1.213628216
0.4322,1.215458771
0.4323,1.217294673
0.4324,1.219135946
0.4325,1.220982612
0.4326,1.222834696
0.4327,1.224692223
0.4328,1.226555216
0.4329,1.2284237
0.433,1.2302977
0.4331,1.23217724
0.4332,1.234062346
0.4333,1.235953041
0.4334,1.237849352
0.4335,1.239751304
0.4336,1.241658922
0.4337,1.243572232
0.4338,1.24549126
0.4339,1.247416031
0.434,1.249346573
0.4341,1.25128291
0.4342,1.25322507
0.4343,1.255173079
0.4344,1.257126963
0.4345,1.259086751
0.4346,1.261052468
0.4347,1.263024143
0.4348,1.265001802
0.4349,1.266985473
0.435,1.268975184
0.4351,1.270970963
0.4352,1.272972837
0.4353,1.274980836
0.4354,1.276994988
0.4355,1.27901532
0.4356,1.281041863
0.4357,1.283074645
0.4358,1.285113695
0.4359,1.287159042
0.436,1.289210716
0.4361,1.291268748
0.4362,1.293333165
0.4363,1.295404
0.4364,1.297481282
0.4365,1.299565041
0.4366,1.301655308
0.4367,1.303752114
0.4368,1.30585549
0.4369,1.307965468
0.437,1.310082078
0.4371,1.312205353
0.4372,1.314335324
0.4373,1.316472023
0.4374,1.318615482
0.4375,1.320765735
0.4376,1.322922813
0.4377,1.325086749
0.4378,1.327257578
0.4379,1.329435331
0.438,1.331620042
0.4381,1.333811746
0.4382,1.336010476
0.4383,1.338216266
0.4384,1.34042915
0.4385,1.342649164
0.4386,1.344876342
0.4387,1.347110719
0.4388,1.349352331
0.4389,1.351601212
0.439,1.353857399
0.4391,1.356120928
0.4392,1.358391835
0.4393,1.360670157
0.4394,1.36295593
0.4395,1.36524919
0.4396,1.367549976
0.4397,1.369858325
0.4398,1.372174274
0.4399,1.374497862
0.44,1.376829126
0.4401,1.379168106
0.4402,1.381514839
0.4403,1.383869365
0.4404,1.386231722
0.4405,1.388601952
0.4406,1.390980092
0.4407,1.393366184
0.4408,1.395760267
0.4409,1.398162383
0.441,1.400572571
0.4411,1.402990874
0.4412,1.405417332
0.4413,1.407851987
0.4414,1.410294881
0.4415,1.412746057
0.4416,1.415205557
0.4417,1.417673423
0.4418,1.4201497
0.4419,1.42263443
0.442,1.425127657
0.4421,1.427629425
0.4422,1.430139779
0.4423,1.432658762
0.4424,1.435186421
0.4425,1.437722801
0.4426,1.440267946
0.4427,1.442821903
0.4428,1.445384718
0.4429,1.447956438
0.443,1.450537109
0.4431,1.453126779
0.4432,1.455725495
0.4433,1.458333305
0.4434,1.460950257
0.4435,1.463576401
0.4436,1.466211784
0.4437,1.468856456
0.4438,1.471510466
0.4439,1.474173866
0.444,1.476846704
0.4441,1.479529031
0.4442,1.482220899
0.4443,1.484922359
0.4444,1.487633462
0.4445,1.490354262
0.4446,1.493084809
0.4447,1.495825158
0.4448,1.498575362
0.4449,1.501335473
0.445,1.504105547
0.4451,1.506885637
0.4452,1.509675799
0.4453,1.512476088
0.4454,1.515286558
0.4455,1.518107268
0.4456,1.520938272
0.4457,1.523779628
0.4458,1.526631393
0.4459,1.529493625
0.446,1.532366382
0.4461,1.535249722
0.4462,1.538143705
0.4463,1.54104839
0.4464,1.543963837
0.4465,1.546890107
0.4466,1.549827259
0.4467,1.552775356
0.4468,1.555734459
0.4469,1.55870463
0.447,1.561685932
0.4471,1.564678428
0.4472,1.567682182
0.4473,1.570697257
0.4474,1.573723719
0.4475,1.576761633
0.4476,1.579811063
0.4477,1.582872077
0.4478,1.58594474
0.4479,1.58902912
0.448,1.592125284
0.4481,1.5952333
0.4482,1.598353238
0.4483,1.601485166
0.4484,1.604629154
0.4485,1.607785272
0.4486,1.610953592
0.4487,1.614134183
0.4488,1.617327119
0.4489,1.620532472
0.449,1.623750315
0.4491,1.626980721
0.4492,1.630223765
0.4493,1.633479522
0.4494,1.636748066
0.4495,1.640029474
0.4496,1.643323823
0.4497,1.646631189
0.4498,1.64995165
0.4499,1.653285286
0.45,1.656632174
0.4501,1.659992395
0.4502,1.663366028
0.4503,1.666753156
0.4504,1.670153859
0.4505,1.673568219
0.4506,1.676996321
0.4507,1.680438246
0.4508,1.68389408
0.4509,1.687363908
0.451,1.690847816
0.4511,1.694345888
0.4512,1.697858214
0.4513,1.70138488
0.4514,1.704925975
0.4515,1.708481589
0.4516,1.712051811
0.4517,1.715636732
0.4518,1.719236444
0.4519,1.722851038
0.452,1.726480609
0.4521,1.730125249
0.4522,1.733785053
0.4523,1.737460117
0.4524,1.741150537
0.4525,1.744856409
0.4526,1.748577832
0.4527,1.752314905
0.4528,1.756067726
0.4529,1.759836396
0.453,1.763621016
0.4531,1.767421689
0.4532,1.771238517
0.4533,1.775071604
0.4534,1.778921054
0.4535,1.782786973
0.4536,1.786669469
0.4537,1.790568647
0.4538,1.794484617
0.4539,1.798417487
0.454,1.802367369
0.4541,1.806334372
0.4542,1.81031861
0.4543,1.814320195
0.4544,1.818339242
0.4545,1.822375866
0.4546,1.826430182
0.4547,1.830502309
0.4548,1.834592363
0.4549,1.838700465
0.455,1.842826735
0.4551,1.846971295
0.4552,1.851134266
0.4553,1.855315772
0.4554,1.859515938
0.4555,1.86373489
0.4556,1.867972755
0.4557,1.87222966
0.4558,1.876505736
0.4559,1.880801112
0.456,1.88511592
0.4561,1.889450293
0.4562,1.893804365
0.4563,1.898178271
0.4564,1.902572147
0.4565,1.906986132
0.4566,1.911420364
0.4567,1.915874984
0.4568,1.920350133
0.4569,1.924845954
0.457,1.929362591
0.4571,1.933900191
0.4572,1.938458899
0.4573,1.943038864
0.4574,1.947640236
0.4575,1.952263166
0.4576,1.956907807
0.4577,1.961574312
0.4578,1.966262837
0.4579,1.970973539
0.458,1.975706576
0.4581,1.980462109
0.4582,1.985240298
0.4583,1.990041307
0.4584,1.9948653
0.4585,1.999712443
0.4586,2.004582904
0.4587,2.009476854
0.4588,2.014394461
0.4589,2.0193359
0.459,2.024301345
0.4591,2.029290971
0.4592,2.034304957
0.4593,2.039343482
0.4594,2.044406727
0.4595,2.049494876
0.4596,2.054608113
0.4597,2.059746626
0.4598,2.064910603
0.4599,2.070100234
0.46,2.075315711
0.4601,2.08055723
0.4602,2.085824987
0.4603,2.091119179
0.4604,2.096440007
0.4605,2.101787674
0.4606,2.107162383
0.4607,2.112564341
0.4608,2.117993757
0.4609,2.123450841
0.461,2.128935807
0.4611,2.134448868
0.4612,2.139990244
0.4613,2.145560152
0.4614,2.151158814
0.4615,2.156786456
0.4616,2.162443303
0.4617,2.168129584
0.4618,2.173845529
0.4619,2.179591374
0.462,2.185367353
0.4621,2.191173706
0.4622,2.197010673
0.4623,2.202878498
0.4624,2.208777427
0.4625,2.214707709
0.4626,2.220669596
0.4627,2.226663341
0.4628,2.232689202
0.4629,2.238747439
0.463,2.244838313
0.4631,2.250962091
0.4632,2.25711904
0.4633,2.263309431
0.4634,2.26953354
0.4635,2.275791642
0.4636,2.282084019
0.4637,2.288410953
0.4638,2.29477273
0.4639,2.301169641
0.464,2.307601978
0.4641,2.314070037
0.4642,2.320574117
0.4643,2.327114522
0.4644,2.333691557
0.4645,2.340305532
0.4646,2.34695676
0.4647,2.353645557
0.4648,2.360372244
0.4649,2.367137145
0.465,2.373940586
0.4651,2.3807829
0.4652,2.387664422
0.4653,2.39458549
0.4654,2.401546448
0.4655,2.408547642
0.4656,2.415589423
0.4657,2.422672146
0.4658,2.429796171
0.4659,2.43696186
0.466,2.444169582
0.4661,2.451419708
0.4662,2.458712614
0.4663,2.466048682
0.4664,2.473428297
0.4665,2.480851849
0.4666,2.488319733
0.4667,2.495832347
0.4668,2.503390097
0.4669,2.51099339
0.467,2.518642642
0.4671,2.526338272
0.4672,2.534080703
0.4673,2.541870364
0.4674,2.549707692
0.4675,2.557593124
0.4676,2.565527108
0.4677,2.573510094
0.4678,2.581542538
0.4679,2.589624903
0.468,2.597757657
0.4681,2.605941273
0.4682,2.614176232
0.4683,2.622463019
0.4684,2.630802126
0.4685,2.639194052
0.4686,2.647639301
0.4687,2.656138385
0.4688,2.664691821
0.4689,2.673300133
0.469,2.681963853
0.4691,2.690683518
0.4692,2.699459673
0.4693,2.708292871
0.4694,2.71718367
0.4695,2.726132638
0.4696,2.735140347
0.4697,2.744207381
0.4698,2.753334327
0.4699,2.762521784
0.47,2.771770356
0.4701,2.781080657
0.4702,2.790453308
0.4703,2.799888938
0.4704,2.809388187
0.4705,2.818951701
0.4706,2.828580135
0.4707,2.838274156
0.4708,2.848034436
0.4709,2.857861658
0.471,2.867756515
0.4711,2.87771971
0.4712,2.887751953
0.4713,2.897853968
0.4714,2.908026485
0.4715,2.918270246
0.4716,2.928586005
0.4717,2.938974525
0.4718,2.949436579
0.4719,2.959972954
0.472,2.970584444
0.4721,2.981271858
0.4722,2.992036014
0.4723,3.002877746
0.4724,3.013797894
0.4725,3.024797316
0.4726,3.035876878
0.4727,3.047037462
0.4728,3.058279961
0.4729,3.069605282
0.473,3.081014345
0.4731,3.092508084
0.4732,3.104087448
0.4733,3.115753397
0.4734,3.127506909
0.4735,3.139348975
0.4736,3.151280601
0.4737,3.163302809
0.4738,3.175416637
0.4739,3.187623136
0.474,3.199923376
0.4741,3.212318444
0.4742,3.224809442
0.4743,3.23739749
0.4744,3.250083724
0.4745,3.262869301
0.4746,3.275755393
0.4747,3.288743193
0.4748,3.301833911
0.4749,3.315028777
0.475,3.328329041
0.4751,3.341735973
0.4752,3.355250864
0.4753,3.368875024
0.4754,3.382609786
0.4755,3.396456505
0.4756,3.410416556
0.4757,3.42449134
0.4758,3.438682278
0.4759,3.452990816
0.476,3.467418425
0.4761,3.481966599
0.4762,3.496636857
0.4763,3.511430746
0.4764,3.526349836
0.4765,3.541395726
0.4766,3.556570042
0.4767,3.571874437
0.4768,3.587310594
0.4769,3.602880222
0.477,3.618585064
0.4771,3.634426891
0.4772,3.650407505
0.4773,3.666528741
0.4774,3.682792464
0.4775,3.699200576
0.4776,3.715755009
0.4777,3.732457732
0.4778,3.749310749
0.4779,3.766316101
0.478,3.783475864
0.4781,3.800792154
0.4782,3.818267125
0.4783,3.83590297
0.4784,3.853701924
0.4785,3.871666263
0.4786,3.889798306
0.4787,3.908100414
0.4788,3.926574994
0.4789,3.945224498
0.479,3.964051425
0.4791,3.983058323
0.4792,4.002247786
0.4793,4.02162246
0.4794,4.041185043
0.4795,4.060938285
0.4796,4.080884989
0.4797,4.101028015
0.4798,4.121370278
0.4799,4.141914752
0.48,4.16266447
0.4801,4.183622527
0.4802,4.204792078
0.4803,4.226176344
0.4804,4.247778613
0.4805,4.269602238
0.4806,4.291650642
0.4807,4.313927318
0.4808,4.336435835
0.4809,4.359179832
0.481,4.382163029
0.4811,4.405389222
0.4812,4.428862289
0.4813,4.452586191
0.4814,4.476564972
0.4815,4.500802766
0.4816,4.525303797
0.4817,4.55007238
0.4818,4.575112924
0.4819,4.600429938
0.482,4.626028029
0.4821,4.651911908
0.4822,4.678086392
0.4823,4.704556406
0.4824,4.731326988
0.4825,4.758403291
0.4826,4.785790585
0.4827,4.813494263
0.4828,4.841519844
0.4829,4.869872975
0.483,4.898559436
0.4831,4.927585145
0.4832,4.956956159
0.4833,4.986678682
0.4834,5.016759066
0.4835,5.047203818
0.4836,5.078019602
0.4837,5.109213249
0.4838,5.140791755
0.4839,5.172762291
0.484,5.205132209
0.4841,5.237909044
0.4842,5.271100521
0.4843,5.304714564
0.4844,5.3387593
0.4845,5.373243064
0.4846,5.408174409
0.4847,5.443562111
0.4848,5.479415177
0.4849,5.515742852
0.485,5.552554629
0.4851,5.589860255
0.4852,5.627669741
0.4853,5.665993369
0.4854,5.704841703
0.4855,5.7442256
0.4856,5.784156218
0.4857,5.824645025
0.4858,5.865703815
0.4859,5.907344715
0.486,5.949580199
0.4861,5.9924231
0.4862,6.035886622
0.4863,6.079984355
0.4864,6.12473029
0.4865,6.170138831
0.4866,6.216224812
0.4867,6.263003515
0.4868,6.310490682
0.4869,6.358702538
0.487,6.407655807
0.4871,6.457367731
0.4872,6.507856091
0.4873,6.559139228
0.4874,6.611236065
0.4875,6.664166131
0.4876,6.717949584
0.4877,6.77260724
0.4878,6.828160595
0.4879,6.884631856
0.488,6.94204397
0.4881,7.000420658
0.4882,7.059786442
0.4883,7.120166683
0.4884,7.181587618
0.4885,7.244076394
0.4886,7.307661114
0.4887,7.372370873
0.4888,7.438235805
0.4889,7.505287132
0.489,7.573557211
0.4891,7.643079584
0.4892,7.713889037
0.4893,7.786021658
0.4894,7.859514893
0.4895,7.934407619
0.4896,8.010740204
0.4897,8.088554587
0.4898,8.167894349
0.4899,8.2488048
0.49,8.331333059
0.4901,8.415528151
0.4902,8.501441102
0.4903,8.589125042
0.4904,8.678635313
0.4905,8.770029589
0.4906,8.863367999
0.4907,8.958713256
0.4908,9.056130801
0.4909,9.155688951
0.491,9.257459059
0.4911,9.361515687
0.4912,9.467936783
0.4913,9.576803881
0.4914,9.688202306
0.4915,9.8022214
0.4916,9.918954758
0.4917,10.03850049
0.4918,10.16096147
0.4919,10.2864457
0.492,10.41506653
0.4921,10.54694307
0.4922,10.68220055
0.4923,10.8209707
0.4924,10.96339216
0.4925,11.109611
0.4926,11.25978115
0.4927,11.41406501
0.4928,11.57263397
0.4929,11.7356691
0.493,11.90336181
0.4931,12.0759146
0.4932,12.25354187
0.4933,12.43647086
0.4934,12.62494255
0.4935,12.81921275
0.4936,13.01955326
0.4937,13.22625316
0.4938,13.43962015
0.4939,13.65998212
0.494,13.88768883
0.4941,14.12311373
0.4942,14.36665604
0.4943,14.61874299
0.4944,14.87983233
0.4945,15.15041511
0.4946,15.43101872
0.4947,15.7222104
0.4948,16.02460099
0.4949,16.33884924
0.495,16.66566663
0.4951,17.00582269
0.4952,17.36015108
0.4953,17.72955643
0.4954,18.115022
0.4955,18.51761849
0.4956,18.93851392
0.4957,19.37898494
0.4958,19.84042982
0.4959,20.32438323
0.496,20.83253332
0.4961,21.36674135
0.4962,21.92906455
0.4963,22.52178251
0.4964,23.14742814
0.4965,23.8088238
0.4966,24.50912391
0.4967,25.25186524
0.4968,26.04102666
0.4969,26.88110042
0.497,27.77717777
0.4971,28.73505218
0.4972,29.76134476
0.4973,30.86365752
0.4974,32.05076205
0.4975,33.33283333
0.4976,34.72174222
0.4977,36.23142405
0.4978,37.87834787
0.4979,39.68211968
0.498,41.66626666
